fileName;synonyms;closestWords;relatedWords;categories
closed.svg;suljettu&maan ympäröimä&kotona pysyvä&kotiin sidottu&lukittu&saarrettu&estetty&tukkiutunut&tukossa&kiinni&avaamaton&pois käytöstä oleva&pois käytöstä&poissa käytöstä oleva&poissa käytöstä&sisällytetty&ympäröity&tukittu&erillään oleva&erillään&eristäytynyt&erotettu&syrjäinen&kiinnitetty;ei toiminnassa oleva&omistuksessa oleva&poistumiskiellossa&tulpattu&avautumaton&silmiään räpsyttäen&yhteenpuristettu&sirrillään&vuoassa&laatikossa&koteloitunut&hautautunut&aitamainen&liitteenä oleva&sotkeutunut&sulkeutunut&kielletty&sinetöity&tapeilla kiinnitetty&luukullinen&umpinainen;ei toiminnassa oleva&omistuksessa oleva&poistumiskiellossa oleva&poistumiskiellossa&korkitettu&tulpattu&avautumaton&silmiään räpsyttäen&yhteen puristettu&yhteenpuristettu&raollaan oleva&raollaan&sirrillään oleva&sirrillään&altaassa oleva&altaassa&kulhossa oleva&kulhossa&maljassa oleva&maljassa&notkossa oleva&notkossa&syvänteessä oleva&syvänteessä&vuoassa oleva&vuoassa&piiritetty&laatikoitu&jumissa&laatikossa&koteloitunut&hautautunut&aitamainen&liitteenä oleva&sekaantunut&sotkeutunut&sulkeutunut&yksityinen&kielletty&sinetöity&tapeilla kiinnitetty&luukullinen;kuvaileva & sijainti
closed_shop.svg;suljettu kauppa;;;kauppa & kaupat & rakennukset
clothes_extra_large.svg;erittäin isot vaatteet;;;määrä & kuvaileva
clothes_female.svg;naisten vaatteet;;;vaatteet
clothes_generic.svg;vaatteet&vaatetus&vaateparsi&puku&kuteet&asu&vaatekerta;vetimet&pukimet&asukokonaisuus&shortsiasu&kapiokirstu&työvaatteet&verhat&rääsyt&tamineet;vetimet&vaate&vaatetavara&pukimet&asukokonaisuus&potkupuku&shortsiasu&kapiokirstu&työvaatteet;vaatteet
clothes_hanger.svg;henkari&vaateripustin&vaatepuu;ripustin&vaatenaulakko;ripustin;rakennukset & tarvikkeet
clothes_large.svg;isot vaatteet;;;määrä & kuvaileva
clothes_male.svg;miesten vaatteet;;;vaatteet
clothes_medium.svg;keskikokoiset vaatteet;;;määrä & kuvaileva
clothes_neat.svg;siistit vaatteet;;;tila & kuvaileva
clothes_peg.svg;pyykkipoika;pidin;kiinnike&kiinnitin&pidin;rakennukset & tarvikkeet
clothes_small.svg;pienet vaatteet;;;määrä & kuvaileva
cloudy.svg;pilvinen&pilvien peitossa oleva&pilvien peitossa&pilvessä oleva&pilvessä&synkkä&uhkaava&synkeä;sumuinen&sumun peittämä&lyijynharmaa&höyryinen&zatažený;usvainen&sumea&utuinen&sumuinen&sumun peittämä&pilvimäinen&lyijynharmaa&myrkkyhöyryinen&höyryinen;ympäristö & sää
clover.svg;apila&kolmilehtiapila&pikkuapila&keltakukkainen apila&Trifolium dubium&Trifolium reflexum&Trifolium stoloniferum&valkoapila&Trifolium repens&mailanen;trifolium-laji&trifolium alpinum&trifolium dubium&trifolium incarnatum&trifolium pratense&trifolium stoloniferum&trifolium repens&ruoho&medicago-suku&medicago arborea&medicago falcata&medicago echinus&medicago lupulina&medicago sativa&kukka;Trifolium&Trifolium-laji&alppiapila&Trifolium alpinum&veriapila&Trifolium incarnatum&puna-apila&Trifolium pratense&ruohokasvi&ruohovartinen kasvi&ruoho&mailaset&Medicago-suku&Medicago arborea&sirppimailanen&Medicago falcata&Medicago intertexta&Medicago echinus&nurmimailanen&Medicago lupulina&sinimailanen&kylvömailanen&Medicago sativa;kasvit & kasvi & puu & puut & metsä
coach.svg;bussi&linja-auto;minibussi&julkinen liikenne&koulubussi&johdinauto&autokanta&auto&kulkuväline&valmentaja&autocar&koutsi&onnikka&koulia&valmentautua&linjuri&linkki&nysse;minibussi&joukkoliikenne&julkinen liikenne&koulubussi&johdinauto&autokanta;liikenne & tie & tieliikenne
coat.svg;päällystakki&takki&palttoo&mantteli&paksu päällystakki;viitta&hupullinen takki&piilonapitettu samettikauluksinen pitkä päällystakki&lyhyt takki&saketti&duffelitakki&lievetakki&turkki&laboratoriotakki&villakangastakki&päällysvaatteet&sadetakki&miesten takki&afgaaniturkki&sortuuki&topper&ulsteri&surtout;viitta&kapotti&hupullinen takki&piilonapitettu samettikauluksinen pitkä päällystakki&lyhyt takki&saketti&duffelitakki&lievetakki&turkki&pikkutakki&pusakka&laboratoriotakki&villakangastakki&päällysvaatteet&sadetakki&miesten takki&lammasturkki&afgaaniturkki&pitkä takki&sortuuki&topper&ulsteri;vaatteet
coated_spoon.svg;lusikka&lusikallinen;säiliö&ruokailuvälineet&jälkiruokalusikka&luha&keittolusikka&sokerilusikka&ruokalusikka&teesiivilä&teelusikka&puukauha&kontillinen&kulero&cuchara&cuillère&kuliero&löffel;kontti&säiliö&aterimet&ruokailuvälineet&jälkiruokalusikka&luha&liemilusikka&keittolusikka&sokerilusikka&ruokalusikka&teelävikkö&teesiivilä&teelusikka&puulusikka&puukauha&kontillinen;ruoka & ruokailu & syöminen & ateria
cockatiel.svg;neitokakadu&Nymphicus hollandicus;papukaija&neitokakadujen suku&nymphicus hollandicus;papukaija&neitokakadut&neitokakadujen suku;eläimet & linnut
cockerel.svg;kukonpoika;kukko&capon;kukko;eläimet & linnut
coconut.svg;kookospähkinä&kookos&kookospalmu&Cocos nucifera;kopraöljy&syötävä pähkinä&kookosmaito&kopra&palmupuu&cocos-suku&cocos nucifera&koko&kokospalme;kookosöljy&kopraöljy&syötävä pähkinä&kookosmaito&kopra&palmu&palmupuu&Cocos&kookospalmut&Cocos-suku;pähkinät & pähkinä & ruoka
coffee.svg;kahvi&suklaanruskea&kahvinväri&tummanruskea&umbra&poltettu umbra&kahvinruskea&kahvinpapu&Coffea&Coffea-suku&kahvipensas;ruskeus&korvike&juotava&irlantilainen kahvi&maitokahvi&musta kahvi&kofeiiniton kahvi&suodatinkahvi&espresso&cappuccino&jääkahvi&pikakahvi&mokkakahvi&turkkilainen kahvi&coffee royal&kaksisirkkaisen asteridaen suku&matarakasvit&coffea-suku&coffea arabica&coffea liberica&coffea canephora&puu&siemen&kofeiini&aamukahvi&päiväkahvi&tsufe&mokka&sumppi&kaffe&咖啡&kafo&kaffee&kahvikerma&café au lait&káva&kahvinporo&kahvikuppi;ruskea&ruskeus&kahvinkorvike&korvike&juoma&juotava&irlantilainen kahvi&cafe au lait&maitokahvi&musta kahvi&kofeiiniton kahvi&suodatinkahvi&espresso&cappuccino&jääkahvi&murukahvi&pikakahvi&mokka&mokkakahvi&turkkilainen kahvi&konjakkikahvi&coffee royal&kaksisirkkaisen asteridaen suku&Rubiaceae&Rubiaceae-heimo&matarakasvit&arabiankahvi&Coffea arabica&liberiankahvi&Coffea liberica&robusta-kahvi&Rio Nunez -kahvi&Coffea robusta&Coffea canephora&puu&siemen&kofeiini&aamukahvi&päiväkahvi;juomat
coffee_instant.svg;pikakahvi&murukahvi;kahvi;kahvi;juomat
coffee_maker.svg;kahvinkeitin&teenkeitin;espressokeitin&kodinkone&kattila&samovaari&silex&kaffeemaschine&kahvinsuodatin;espressokeitin&kodinkone&pata&kattila&samovaari&Silex;ruoka & ruokailu & ruokailuvälineet
coffee_table.svg;kahvipöytä&sohvapöytä;pöytä;pöytä;huonekalut & rakennukset & sisustus
colander.svg;siivilä&sihti&lävikkö&seula&suodatin;teesiivilä&sift&siivilöityä;teesiivilä;ruoka & ruokailu & ruokailuvälineet
collar_1.svg;kaulus;panta&raita&röyhelökaulus&papinkaulus&pukimet&koriste-esine&alas käännetty kaulus&turkiskaulus&pieni pyöristetty kaulus&rebato&poolokaulus&juovikkuus&ulkoinen ruumiinosa&levy&hiha&Ärmel&necktie&cou&ruhaujj&ärm&irtokaulus&kaulapanta&länget&laittaa (koiralle) panta&napata&tavoittaa;nauha&panta&raita&korkea kaulus&myllynkivikaulus&röyhelökaulus&papinkaulus&vaatetus&vaate&asu&vaatetavara&puku&pukimet&kaulain&koriste&somiste&koristus&ornamentti&koriste-esine&alas käännetty kaulus&turkiskaulus&pieni pyöristetty kaulus&rabato&rebato&kilpikonnakaulus&poolokaulus&juova&juovitus&raidoitus&viiru&juovikkuus&ulkoinen ruumiinosa&levy;vaatteet
collar_pet.svg;kaulapanta&panta;rangaistusväline&kaulus&irtokaulus&kauluri&länget&laittaa (koiralle) panta&ottaa kiinni&napata&tavoittaa;nauha&rangaistusväline;eläintenhoito & lemmikit & eläimet
colour.svg;väri&väritys&värisävy&kromaattisuus&sävy&vivahde&väriaine&värjäysaine;neutraali&sävyinen&väritön&ulkomuoto&näköominaisuus&pääväri&sekoite&täpläkuviointi&spektrinen väri&akromaattinen väri&väriominaisuus&hiusväri&pigmentinkato&ihonväri&sekoiteväri&suojaväri&käsi&saostuminen&voiman yksikkö&vari&hapan väriaine&alitsariinikeltainen&indigotiini&aniliiniväri&atsoväriaine&emäksinen väri&värjäys siniseksi&bromofenolinsininen&bromtymolisininen&kokenilli&syaaniväri&substantiivinen väri&fluoresoiva väriaine&fluorokromi&kendalin vihreä&sellakka&lyijysokeri&lakmusväri&kversitriini&varjoaine&safraniini&tyyroksen purppura&kyyppiväri&fluoresentti&barva&farbe&couleur;akromaattinen&neutraali&värillinen&värikäs&sävyinen&väritön&ulkoasu&ulkonäkö&julkiasu&ulkomuoto&näköominaisuus&pääväri&sekoitekangas&sekoite&täpläkuviointi&värivivahde&häivähdys&hitunen&hiven&kromaattinen väri&spektrinen väri&akromaattinen väri&väriominaisuus&hiusväri&pigmentinmuodostus&pigmentinkato&ihonväri&sekoiteväri&suojaväri&käsi&saostuminen&voiman yksikkö&volttiampeeri&vari&hapan väriaine&alitsariinikeltainen&aniili-indigo&indigo&indigotiini&aniliiniväri&atsoväri&atsoväriaine&emäksinen väriaine&emäksinen väri&valkaiseminen&värjäys siniseksi&bromifenolisininen&bromfenolisininen&bromofenolinsininen&bromitymolisininen&bromtymolisininen&kokenilli&syaaniväri&suoraväri&substantiivinen väri&fluoreseiini&fluoresoiva väriaine&fluorokromi&Kendalin vihreä&lakkaväri&sellakka&lyijyasetaatti&lyijysokeri&sinipunaväri&orselji&lakmusväri&kversitriini&varjoaine&safraniini&Tyyroksen purppura&kyyppiväri;taide & värit
coloured_paper.svg;väripaperi;;;taide
colouring_book.svg;värityskirja;kuvakirja;kuvakirja;vapaa-aika & lelut
comb.svg;kampa;suka&laite&tiuha kampa&taskukampa&krehër&harja;suka&laite&tiuha kampa&taskukampa;hoitotarvikkeet & terveys
comb_animal_,_to.svg;harjata&silottaa&siistiä&järjestää hiukset&kammata&sukia&puhdistaa&pyyhkiä;hangata&kiillottaa&ruokota&sivellä&selvittää&suoria&balayer&nuohota&lakaista&jynssätä;suoria&selvittää&koristella&laittaa&tehdä kampaus&asetella&irrottaa&poistaa&ottaa pois&vetää jk pois jstak&koristaa&somistaa&kaunistaa&kaunistella&hangata&hinkata&nukittaa&putsata;eläintenhoito & lemmikit & eläimet
comedy_tv.svg;komedia;näytelmäkirjallisuus&musta komedia&commedia dell'arte&travestia&alatyylinen komedia&melodraama&tragikomedia&tilannekomedia&kermakakkukomedia&hupaelma;draama&näytelmäkirjallisuus&musta komedia&commedia dell'arte&farssi&travestia&alatyylinen komedia&melodraama&vakava komedia&tragikomedia&tilannekomedia&kermakakkukomedia;tekniikka & tv
comet.svg;komeetta&pyrstötähti;avaruusesine&kiertolaisuus;avaruusesine;tähtitiede & tiede
communication_aid.svg;kommunikointilaite;;;apuvälineet
communication_aid_2.svg;kommunikointilaite;;;apuvälineet
communication_aid_chat_2.svg;kommunikointilaite;;;apuvälineet
communication_aid_gotalk_9p.svg;kommunikointilaite gotalk;;;apuvälineet
communication_aid_listen_to_me.svg;kommunikointilaite;;;apuvälineet
communication_aid_scan4.svg;kommunikointilaite;;;apuvälineet
communication_aid_techspeak_32.svg;kommunikointilaite techspeak;;;apuvälineet
communication_board.svg;kommunikointitaulu;;;apuvälineet
communication_book.svg;kummunikointitaulusto;;;apuvälineet
communication_book_portable.svg;kommunikointikansio;;;apuvälineet
communication_device.svg;kommunikaatiolaite;;;apuvälineet
computer_1.svg;tietokone&tietojenkäsittelyjärjestelmä&digitaalinen tietokone;analogiakone&bbs&tiedostopalvelin&kotitietokone&kone&suurtietokone&minitietokone&monisuoritin&vierailija&numeronmurskain&totokone&mikrotietokone&ilmatorjuntajärjestelmä&serveri&turingin kone&von neumannin kone&työasema&www-sivut&tietsikka&pc&läppäri&mölytoosa&sähköaivot&etälaite;analogialaskin&analogiatietokone&analoginen tietokone&analogiakone&ilmoitustaulujärjestelmä&ilmoitustaulu&sähköinen ilmoitustaulu&purkki&BBS&tiedostopalvelin&kotitietokone&kone&keskusyksikkö&keskustietokone&suurtietokone&pientietokone&minitietokone&monisuoritin&solmu&asiakas&vierailija&numeronmurskain&totalisaattorilaite&totalisaattori&totokone&henkilökohtainen tietokone&PC&mikrotietokone&ilmatorjuntajärjestelmä&palvelin&isäntä&isäntäkone&serveri&Turingin kone&von Neumannin kone&työasema&nettisivut&internet-sivut&sivusto&verkkosivusto&www-sivut;tekniikka & tietokoneet
computer_2.svg;tietokone&tietojenkäsittelyjärjestelmä&digitaalinen tietokone;analogiakone&bbs&tiedostopalvelin&kotitietokone&kone&suurtietokone&minitietokone&monisuoritin&vierailija&numeronmurskain&totokone&mikrotietokone&ilmatorjuntajärjestelmä&serveri&turingin kone&von neumannin kone&työasema&www-sivut&tietsikka&pc&läppäri&mölytoosa&sähköaivot&etälaite;analogialaskin&analogiatietokone&analoginen tietokone&analogiakone&ilmoitustaulujärjestelmä&ilmoitustaulu&sähköinen ilmoitustaulu&purkki&BBS&tiedostopalvelin&kotitietokone&kone&keskusyksikkö&keskustietokone&suurtietokone&pientietokone&minitietokone&monisuoritin&solmu&asiakas&vierailija&numeronmurskain&totalisaattorilaite&totalisaattori&totokone&henkilökohtainen tietokone&PC&mikrotietokone&ilmatorjuntajärjestelmä&palvelin&isäntä&isäntäkone&serveri&Turingin kone&von Neumannin kone&työasema&nettisivut&internet-sivut&sivusto&verkkosivusto&www-sivut;tekniikka & tietokoneet
computer_art.svg;tietokonegrafiikka&graafinen tietojenkäsittely;leikekuva&grafiikka;leikekuva&grafiikka;tekniikka & tietokoneet
computer_cable.svg;johto&hallinto&hallitseminen&hallitustapa&hallintotoimet&hallintotoiminta&hallitustoimet&hoito&johtaminen&hallinta&kaapeli&siirtojohto&siirtolinja&putki&välikaapeli&apukaapeli&putkisto&etumatka&johtoelin&laitos&organisaatio&järjestö&päällystö&johtoporras;normi&sosiaalinen tarkkailu&komento&päällikkyys&johdin&paula&ledarskap&bestuur&gerencia&corded&ŝnuro&snöre&jefatura&tripwire&naru;sosiaalinen tarkkailu&väärin hallitseminen&huono hallinto&lainsäädäntä&virkamies&tietokannan hallinta&raha-asiat&varainhoito&kodinhoito&väärinkäytös&huono hoito&huono johtaminen&kohtelu&käsittely&ohjaus&ohjaaminen&valvominen&tarkkaaminen&valtuutus&oikeutus&voimaantuminen&valtuuttaminen&toimiluvan irtisanominen&kanavointi&opastus&ilmansyöttökanava&tuloilmakanava&hengitystie&hengitystiehyt&Alaskan öljyputki&hyppyjohdin&koaksiaalikaapeli&konduktori&sähköputki&sähkökaapeli&valokaapeli&kaasuputki&välijohdin&öljyputkisto&letku&voimajohto&voimakaapeli&sähkölinja&voimalinja&tulostinjohto&tulostinkaapeli&sähköjohto&johdin&etu&etulyöntiasema&edullinen asema&yliote&joukko&ryhmä&Rooma&kuuria&valiojoukko&viranomainen&tuomarikunta&miehistö&henkilöstö&kreivikunnanvaltuusto&hallituksen virkamies&virkakoneisto&hallitus&johtoryhmä&kasinon johto&hallintoneuvosto&neuvottelukunta&kaavoituslautakunta&rakennuslautakunta&suunnittelulautakunta&ylin johto&ylin johtajisto&asema&aluehallinto&julkishallinto&keskushallinto&lääninhallinto&maakuntahallinto&puoluejohto&puolustushallinto&sotilasjohto&taloushallinto&työvoimahallinto&valmennusjohto&valtionhallinto&verohallinto&vesijohto&virkamiesjohto&yritysjohto;tekniikka & tietokoneet
computer_folder_open.svg;kansio;peite&tulitikkukansio&suojaus&listaus&alihakemisto&kokoelma&tiedosto&jättää; nostaa (''of a lawsuit'')&arkistoida&tallentaa&hakea&jono&viila&viilata&download;peite&tulitikkukansio&suojus&suojapeite&suojaus&lista&luettelo&listaus&alihakemisto&joukko&setti&kokoelma;tietotekniikka
computer_folder_open_,_to.svg;avaa kansio;;;tietotekniikka
computer_game.svg;tietokonepeli&videopeli;peli&virtuaalinen todellisuus&computer game;peli&virtuaalitodellisuus&virtuaalinen todellisuus;tekniikka & tietokoneet
computer_game_2.svg;tietokonepeli&videopeli;peli&virtuaalinen todellisuus&computer game;peli&virtuaalitodellisuus&virtuaalinen todellisuus;tekniikka & tietokoneet
computer_keyboard.svg;näppäimistö&tietokoneen näppäimistö&koskettimet&koskettimisto;tallennuslaite&laite&näppäin&qwerty-näppäimistö&retype&näppis&organ console&billentyűzet&teclado&kosketinsoitin&painikkeisto&napisto;tietojen tallennuslaite&tallennuslaite&laite&kosketin&näppäin&pianon koskettimet&QWERTY-näppäimistö;tekniikka & tietokoneet
computer_monitor.svg;monitori&näyttö&videonäyttö&näyttöpääte;soittajan tunnistus&numeronäyttö&taulu&sähkölaite&elektroninen laite&litteä näyttö&crt-näyttö&tv-monitori&vdu&ikkuna;soittajan tunnistus&digitaalinäyttö&numeronäyttö&näyttötaulu&taulu&elektroninen laite&sähkölaite&litteä näyttö&CRT-näyttö&televisiomonitori&tv-monitori&VDU&ikkuna;tekniikka & tietokoneet
computer_mouse_1.svg;hiiri&Hiiri&tietokoneen hiiri;jyrsijä&mus musculus&micromyx minutus&peltohiiri&karvaton hiiri&metsähiiri&mielikuvituseläin&sähkölaite&kotihiiri&rottaeläin&osoitinlaite&kursori;jyrsijä&kotihiiri&Mus musculus&vaivaishiiri&Micromyx minutus&peltohiiri&karvaton hiiri&metsähiiri&mielikuvituseläin&elektroninen laite&sähkölaite;tietotekniikka
computer_mouse_2.svg;hiiri&Hiiri&tietokoneen hiiri;jyrsijä&mus musculus&micromyx minutus&peltohiiri&karvaton hiiri&metsähiiri&mielikuvituseläin&sähkölaite&kotihiiri&rottaeläin&osoitinlaite&kursori;jyrsijä&kotihiiri&Mus musculus&vaivaishiiri&Micromyx minutus&peltohiiri&karvaton hiiri&metsähiiri&mielikuvituseläin&elektroninen laite&sähkölaite;tekniikka & tietokoneet
computer_programme.svg;ohjelmisto&tietokoneohjelma&tietokoneohjelmisto&ohjelmistotekniikka&ohjelmistokokonaisuus&softa&repertuaari;koodi&alfaohjelmisto&tekijäkieli&beetaohjelmisto&yhteensopiva ohjelmisto&cad&ilmaisohjelma&työryhmäohjelmisto&os&toiminto&julkisohjelma&kutistekalvopakattu tietokoneohjelma&vakoiluohjelma&valvontaohjelmisto&dokumentaatio&tietokannan hallintajärjestelmä&päivitysversio&yhdistelmä&tietojärjestelmä&sovellus&ohjelma&kalenteri&applikaatio&algoritmi;koodijärjestelmä&koodi&alfaohjelmisto&tekijäkieli&beetaohjelmisto&yhteensopiva ohjelmisto&tietokoneavusteinen suunnittelu&CAD&ilmaisohjelma&työryhmäohjelma&työryhmäohjelmisto&käyttöjärjestelmä&OS&ohjelma&aliohjelma&prosessi&toiminto&maksullinen julkisohjelma&shareware&julkisohjelma&kutistekalvopakattu ohjelmisto&kutistekalvopakattu tietokoneohjelma&vakoiluohjelma&valvontaohjelmisto&ohjelmadokumentaatio&dokumentaatio&tietokannan hallintajärjestelmä&päivitysversio&kokoelma&kokouma&kasauma&assemblaasi&yhdistelmä;tekniikka & tietokoneet
computer_speaker.svg;kaiutin&kovaääninen&kajari&ämyri;megafoni&sähköakustinen muunnin&subwoofer&bassokaiutin;megafoni&sähköakustinen muunnin&subwoofer&bassokaiutin;tekniikka & tietokoneet
concentrating_lady.svg;keskittyä&syventyä&kiinnittää tarkkaavaisuutensa&keskittää huomionsa&kohdistaa huomionsa&paneutua&takertua&keskittää&painottua&pyöriä ympärillä&painottaa&rajoittua&paikallistua;hautautua&miettiä&naulita&palauttaa ajatuksistaan&ajatella&uhrata&tähdentää&lähestyä&lähentää kuvaa&kiinnittää tarkkaa huomiota&uskoa&olla&olla tekemistä&sijaita&panostaminen&skarpata&polttopiste&centro&enfoque&canol&lens&keskiviiva&centrar&concentric&centrer&kohdistaa&fokusoida&ottautua&pureutua;uppoutua&hautautua&suunnitella&pohtia&miettiä&temmata mukaansa&naulita&palauttaa ajatuksistaan&ajatella&omistautua&omistaa&pyhittää&uhrata&korostaa&tähdentää&lähestyä&tarkentaa&lähentää kuvaa&kiinnittää huomiota&kuunnella&seurata tarkasti&kuunnella tarkkaan&kiinnittää tarkkaa huomiota&ottaa huomioon&uskoa&olla&viitata&kuulua asiaan&liittyä&koskea&olla tekemistä&sijaita;ihmiset & tunteet
concentrating_man.svg;keskittyä&syventyä&kiinnittää tarkkaavaisuutensa&keskittää huomionsa&kohdistaa huomionsa&paneutua&takertua&keskittää&painottua&pyöriä ympärillä&painottaa&rajoittua&paikallistua;hautautua&miettiä&naulita&palauttaa ajatuksistaan&ajatella&uhrata&tähdentää&lähestyä&lähentää kuvaa&kiinnittää tarkkaa huomiota&uskoa&olla&olla tekemistä&sijaita&panostaminen&skarpata&polttopiste&centro&enfoque&canol&lens&keskiviiva&centrar&concentric&centrer&kohdistaa&fokusoida&ottautua&pureutua;uppoutua&hautautua&suunnitella&pohtia&miettiä&temmata mukaansa&naulita&palauttaa ajatuksistaan&ajatella&omistautua&omistaa&pyhittää&uhrata&korostaa&tähdentää&lähestyä&tarkentaa&lähentää kuvaa&kiinnittää huomiota&kuunnella&seurata tarkasti&kuunnella tarkkaan&kiinnittää tarkkaa huomiota&ottaa huomioon&uskoa&olla&viitata&kuulua asiaan&liittyä&koskea&olla tekemistä&sijaita;ihmiset & tunteet
confused_lady.svg;hämmentyä&mennä päästään pyörällä&hämmentää&sekoittaa;päihdyttää&yllättyä&hämmästyä&sekava&hämmentynyt&kummastua&mennä puihin;juovuttaa&juopotella&päihdyttää;ihmiset & tunteet
